20745,11974.137829642343
20746,28785.74429683823
20747,19417.523273962302
20748,21747.22960472566
20749,13646.999709912512
20750,17090.906922077575
20751,18456.469514290173
20752,27657.81419476195
20753,27651.12481959725
20754,19087.625026352413
20755,13305.432675479624
20756,11091.138348540346
20757,22034.86465300704
20758,22859.412997495834
20759,23143.016643249972
20760,18184.310173389753
20761,14068.43671695094
20762,40604.43757569959
20763,20000.321107407108
20764,12826.151152288814
20765,14980.754740471233
20766,16397.80439218763
20767,18426.48191744044
20768,12561.45109506985
20769,12280.099538490536
20770,16876.178491533607
20771,10824.172151737277
20772,19020.66532818364
20773,13567.337079614055
20774,21808.302754405286
20775,18019.151328469736
20776,36727.13888926582
20777,18177.48036705237
20778,15421.182071742918
20779,13945.505267495935
20780,21732.06138416538
20781,9977.666438818715
20782,14540.759932255887
20783,16989.75996546295
20784,18341.20638878621
20785,26354.217108614306
20786,19395.756866761487
20787,13590.6109073675
20788,12297.083754230673
20789,24488.097439687866
20790,16220.537477152198
20791,23701.822362729883
20792,12196.872867690758
20793,32433.69291949569
20794,11092.895302346831
20795,14252.066367926891
20796,11758.811372121028
20797,19715.381648877206
20798,28071.31867197639
20799,15899.733743299385
20800,25995.816478828667
20801,19318.23283020776
20802,15346.865735173065
20803,12020.798797694344
20804,15295.566230608365
20805,16971.586518018543
20806,14716.049996637264
20807,9610.165144851093
20808,19428.42457277276
20809,11511.566240426831
20810,12722.915898651012
20811,24307.77107479504
20812,14260.955805079939
20813,23423.242707208756
20814,11686.186018611977
20815,36955.25459490962
20816,10655.678670000449
20817,14762.498301017844
20818,14936.72093852072
20819,14527.8808756832
20820,36057.24745355204
20821,21704.38624268357
20822,24824.68356276396
20823,16761.00241628405
20824,20393.969674941516
20825,15515.261760809366
20826,13020.740614349259
20827,14950.691082475125
20828,12789.820065777738
20829,23667.640978510797
20830,9582.136919928327
20831,13178.352219986762
20832,13130.044225420726
20833,12605.758184279071
20834,13940.779092811785
20835,14666.201577028147
20836,13618.643827474076
20837,14869.584282318663
20838,24832.42191430431
20839,13560.143655726943
20840,37380.44117972412
20841,18017.94569963077
20842,30752.558682873834
20843,19746.293051754015
20844,16525.048501317997
20845,20304.320244673072
20846,22254.981386160533
20847,8754.527537641265
20848,12157.581114147448
20849,14346.543085165142
20850,15294.481264919299
20851,11524.436147849949
20852,9437.15946039688
20853,13089.990190806977
20854,13046.466751505044
20855,21599.027093488337
20856,27477.017540354445
20857,25260.195339892172
20858,24643.165534345557
20859,11134.955851658033
20860,9307.593385618457
20861,12766.049825360258
20862,14781.684673909273
20863,12277.188221984416
20864,14291.016316975798
20865,15578.776122120678
20866,31120.411242469796
20867,32711.682619902618
20868,21186.19295390495
20869,12232.586068968347
20870,27441.604273618897
20871,27491.439427912446
20872,21317.49347478642
20873,10190.806096283732
20874,17447.182245716183
20875,20632.788979295092
20876,19711.927250476343
20877,13308.681892554136
20878,16057.278987244677
20879,16299.412552362139
20880,12977.453490503609
